3.866122448,631.333,1.486099773,0.787402
8.312743764,242.224,0.5943,0.787402
10.43736961,357.466,0.458594104,0.787402
10.93079365,483.25,0.528276643,0.787402
17.19437642,431.374,1.02170068,0.787402
19.48154195,542.29,1.027505668,0.787402
21.76290249,429.682,1.660249433,0.787402
24.49705215,429.052,0.568911564,0.787402
27.68979592,424.619,0.917210884,0.787402
31.08571429,318.168,2.240748299,0.787402
37.55247166,639.929,0.447006802,0.787402
38.61478458,641.968,0.505056689,0.787402
40.24018141,715.048,0.76047619,0.787402
41.45342404,856.147,1.0996,0.787402
42.559,861.141,0.949,0.787402
45.02349206,640.184,0.377346938,0.787402
45.94648526,640.207,0.383151927,0.787402
46.50376417,857.159,0.423786848,0.787402
48.57034014,624.452,0.493446712,0.787402
50.34666667,633.314,0.795306122,0.787402
51.315,,0.467,
